arp,llc,ip,icmp,icmpv6,eapol,tcp,udp,http,https,dhcp,bootp,ssdp,dns,mdns,ntp,padding,router_alert,size,raw_data,destination_ip_counter,source,destination
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,664,1,1,2,3
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,664,1,1,2,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,664,1,1,2,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,664,1,1,2,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,135,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,113,0,1,0,0
0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,590,0,2,1,1
0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,590,0,2,1,1
0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,590,0,2,1,1
