arp,llc,ip,icmp,icmpv6,eapol,tcp,udp,http,https,dhcp,bootp,ssdp,dns,mdns,ntp,padding,router_alert,size,raw_data,destination_ip_counter,source,destination
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0
0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,351,0,1,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,0,2,0,0
0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,363,0,2,1,1
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,142,0,3,2,2
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,0,3,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,3,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,3,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,74,0,4,3,1
